column_name,mode_percent
other_minority_owned_business,0.991783513579593
contracting_officers_determination_of_business_size,0.5084856444103365
contracting_officers_determination_of_business_size_code,0.5085146458042092
emerging_small_business,0.997232870990687
community_developed_corporation_owned_firm,0.9969664786064892
labor_surplus_area_firm,0.9984796209941872
us_federal_government,0.9946554202884168
federally_funded_research_and_development_corp,0.999638341893207
federal_agency,0.9956768158372824
us_state_government,0.9975822840971256
us_local_government,0.9980952203729232
city_local_government,0.999235848245492
county_local_government,0.999097664040525
inter_municipal_local_government,0.9998585415652608
local_government_owned,0.999575452468768
municipality_local_government,0.9995423708429576
school_district_local_government,0.999928840044481
township_local_government,0.9998893833136968
us_tribal_government,0.9997491309610472
foreign_government,0.999509461432762
organizational_type,0.7473564937645215
corporate_entity_not_tax_exempt,0.7420458339981261
corporate_entity_tax_exempt,0.925061093793856
partnership_or_limited_liability_partnership,0.933688191386953
sole_proprietorship,0.9821825877693938
small_agricultural_cooperative,0.9990580351650792
international_organization,0.991679619340431
us_government_entity,0.9922066926196615
community_development_corporation,0.9994503614347392
domestic_shelter,0.9996352406154148
educational_institution,0.9965819099332062
foundation,0.9994760352912028
hospital_flag,0.9994002227153456
manufacturer_of_goods,0.8371117604145955
veterinary_hospital,0.9998485481818372
hispanic_servicing_institution,0.9990725083763712
receives_contracts,0.9748422850719508
receives_financial_assistance,0.9992622108243768
receives_contracts_and_financial_assistance,0.9619506167138712
airport_authority,0.9993759289130998
council_of_governments,0.9975099184572384
housing_authorities_public_tribal,0.9998811129072442
interstate_entity,0.9986264233283356
planning_commission,0.999883008208723
port_authority,0.9992541127180588
transit_authority,0.9997746314241674
subchapter_scorporation,0.8426274323179227
limited_liability_corporation,0.7643220179240384
foreign_owned,0.9793775656571312
for_profit_organization,0.913300123056756
nonprofit_organization,0.9413007902028764
other_not_for_profit_organization,0.9887543148261164
the_ability_one_program,0.9395104195060292
private_university_or_college,0.9975755648084556
state_controlled_institution_of_higher_learning,0.9974870025393594
1862_land_grant_college,0.9989617193899336
1890_land_grant_college,0.999269964330426
1994_land_grant_college,0.999897136819746
minority_institution,0.9997849694322332
historically_black_college,0.9997634319154296
tribal_college,0.9999693305707874
alaskan_native_servicing_institution,0.9999614046501882
native_hawaiian_servicing_institution,0.99991884569983
school_of_forestry,0.9998874858603498
veterinary_college,0.9996970892134296
dot_certified_disadvantage,0.9747994028608096
self_certified_small_disadvantaged_business,0.8239625160416124
small_disadvantaged_business,0.9981390815954136
c8a_program_participant,0.950396102627232
historically_underutilized_business_zone_hubzone_firm,0.9837104219004176
sba_certified_8a_joint_venture,0.9978553849759756
highly_compensated_officer_1_name,0.2605075858289235
highly_compensated_officer_1_amount,0.1982653851426708
highly_compensated_officer_2_name,0.2677226834960641
highly_compensated_officer_2_amount,0.2036568681475288
highly_compensated_officer_3_name,0.285624144800743
highly_compensated_officer_3_amount,0.2172411767327474
highly_compensated_officer_4_name,0.2848461466210026
highly_compensated_officer_4_amount,0.2165824401621591
highly_compensated_officer_5_name,0.2903160393332736
highly_compensated_officer_5_amount,0.2208107980128428
usaspending_permalink,0.00018428924655807387
initial_report_date,0.0071156247490842
last_modified_date,0.0184950430908708
